"MacroTrends Data Download"
"GOOGL - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
2016-03-22,37.6376,37.9631,37.6096,37.7175,1096499
2016-03-23,37.8813,37.9826,37.5181,37.594,1224603
2016-03-24,37.2784,37.5937,37.2436,37.459,1544178
2016-03-28,37.525,37.6307,37.3201,37.3816,1075697
2016-03-29,37.4014,38.0713,37.1339,38.0073,1988038
2016-03-30,38.1224,38.574,38.0912,38.1289,2004608
2016-03-31,38.1289,38.1658,37.6281,37.8589,1615461
2016-04-01,37.5741,38.2133,37.4768,38.1949,1571821
2016-04-04,38.187,38.3324,37.8036,37.9691,1336327
2016-04-05,37.6223,37.8575,37.4967,37.6441,1214728
2016-04-06,37.6078,38.1329,37.5314,38.1155,1256086
2016-04-07,37.9791,38.1795,37.591,37.721,1265292
2016-04-08,38.0063,38.0688,37.5051,37.6887,1163078
2016-04-11,37.9855,38.0734,37.5831,37.593,1576780
2016-04-12,37.6371,37.9592,37.2964,37.9294,1359089
2016-04-13,38.2267,38.4967,37.9429,38.3061,1758026
2016-04-14,38.4773,38.6882,38.3711,38.4788,1339490
2016-04-15,38.4842,38.7537,38.4559,38.7075,1573692
2016-04-18,38.717,39.1319,38.589,39.0887,1664441
2016-04-19,39.2286,39.2509,38.2246,38.5214,2181132
2016-04-20,38.6658,38.6906,38.2743,38.4554,1700240
2016-04-21,38.574,38.7909,38.2882,38.7075,3852309
2016-04-22,36.9166,37.4133,36.2447,36.6119,6987160
2016-04-25,36.4918,36.9647,36.4794,36.8322,2453522
2016-04-26,36.9419,36.9999,35.7459,35.9965,2772262
2016-04-27,35.9941,36.0849,35.1881,35.8025,3288293
2016-04-28,35.8933,36.1895,34.8963,34.9886,3106030
2016-04-29,34.942,35.3385,34.9251,35.1286,2892048
2016-05-02,35.329,35.5022,35.0531,35.4526,1661267
2016-05-03,35.3579,35.4011,35.1013,35.1564,1916561
2016-05-04,35.0735,35.4844,34.9385,35.3018,1695797
2016-05-05,35.4819,35.6084,35.2065,35.4675,1472232
2016-05-06,35.343,36.0273,35.3306,35.9871,1982648
2016-05-09,36.0625,36.4392,35.9037,36.1831,1889413
2016-05-10,36.4725,36.7226,36.3062,36.6918,1619479
2016-05-11,36.7484,36.7623,36.1222,36.2536,1480560
2016-05-12,36.3255,36.4928,35.9419,36.1305,1344558
2016-05-13,36.0585,36.2903,35.9042,35.9697,1252695
2016-05-16,35.9444,36.3593,35.7301,36.2412,1118412
2016-05-17,36.2789,36.5166,35.6308,35.7395,1657653
2016-05-18,35.6556,36.0065,35.4829,35.8184,1614602
2016-05-19,35.6457,35.7549,35.2489,35.4973,1518437
2016-05-20,35.5544,36.1122,35.4824,35.8149,1726848
2016-05-23,35.7291,35.9038,35.5782,35.5936,1231522
2016-05-24,35.7225,36.4347,35.7124,36.3766,1879954
2016-05-25,36.4744,36.717,36.3553,36.6282,1604499
2016-05-26,36.524,36.7771,36.3752,36.5702,1349920
2016-05-27,36.599,37.1151,36.5742,37.0997,1727081
2016-05-31,37.1572,37.3915,36.9989,37.1617,2108317
2016-06-01,37.1429,37.2868,36.9379,37.1424,1032050
2016-06-02,37.0252,37.0848,36.5736,36.9344,1683105
2016-06-03,36.7965,36.7965,36.4203,36.5171,1221150
2016-06-06,36.6481,36.6481,36.1415,36.2293,1488403
2016-06-07,36.3886,36.5593,36.266,36.2804,1206625
2016-06-08,36.6977,36.9116,36.5123,36.8679,1603609
2016-06-09,36.5771,36.9176,36.5489,36.8476,951772
2016-06-10,36.5216,36.7047,36.2516,36.3846,1441564
2016-06-13,36.2174,36.6729,36.2174,36.3196,1158980
2016-06-14,36.1921,36.5241,36.0526,36.3876,1319209
2016-06-15,36.4705,36.5811,36.2913,36.335,1152991
2016-06-16,36.125,36.2456,35.5087,35.9409,2233207
2016-06-17,35.799,35.799,34.7931,34.9484,4082236
2016-06-20,35.2491,35.525,35.006,35.0417,2265604
2016-06-21,35.2363,35.5008,34.9688,35.1782,1504550
2016-06-22,35.4348,35.4427,35.0293,35.2571,1441988
2016-06-23,35.2611,35.476,34.75,35.4755,2109095
2016-06-24,34.2497,34.9857,33.9887,34.0031,4735998
2016-06-27,33.8686,33.91,33.3808,33.8016,2897592
2016-06-28,34.3093,34.3772,33.9857,34.3038,1897939
2016-06-29,34.4526,34.7127,34.3744,34.4988,2140046
2016-06-30,34.6209,34.9246,34.4845,34.9127,2096671
2016-07-01,34.9906,35.3593,34.9226,35.2462,1537543
2016-07-05,34.9862,35.1405,34.6944,34.9802,1411364
2016-07-06,34.7296,35.3827,34.6879,35.1827,1434290
2016-07-07,35.2392,35.2422,34.7708,35.0978,1050758
2016-07-08,35.2616,35.6259,35.14,35.6199,1486096
2016-07-11,35.7012,36.1731,35.6737,36.0873,1430305
2016-07-12,36.3215,36.5041,36.1022,36.3508,1318715
2016-07-13,36.5002,36.5002,36.1777,36.2005,1014165
2016-07-14,36.4218,36.531,36.2556,36.5141,1062324
2016-07-15,36.7722,36.7722,36.4566,36.5057,1604962
2016-07-18,36.6188,37.4737,36.5494,37.3776,1920391
2016-07-19,37.2123,37.5458,37.1438,37.388,1510383
2016-07-20,37.4197,37.7468,37.4197,37.5701,1116679
2016-07-21,37.5661,37.6232,37.2942,37.4376,945905
2016-07-22,37.582,37.6877,37.3505,37.6793,1038180
2016-07-25,37.5999,37.7064,37.4208,37.592,1065262
2016-07-26,37.5919,37.6783,37.3552,37.5984,1180652
2016-07-27,37.6639,37.9359,37.5131,37.8128,1596526
2016-07-28,38.1538,38.1602,37.6699,38.0049,3645680
2016-07-29,39.5864,39.8956,39.2038,39.2703,5052355
2016-08-01,39.0386,40.0717,38.9577,39.7467,3006939
2016-08-02,39.5675,39.8152,39.4286,39.706,1981384
2016-08-03,39.5248,39.6772,39.3536,39.6464,1450067
2016-08-04,39.6127,39.71,39.3983,39.5636,1067963
2016-08-05,39.7055,40.0583,39.5913,40.0439,1793716
2016-08-08,39.9978,40.0772,39.7839,39.9596,1212449
2016-08-09,39.9228,40.3615,39.9015,40.0712,1595628
2016-08-10,40.0499,40.24,40.0221,40.1214,911627
2016-08-11,40.2196,40.3888,39.9978,40.107,1272659
2016-08-12,39.9526,40.0568,39.8807,40.0499,890554
2016-08-15,40.0578,40.2638,39.9,39.9958,923099
2016-08-16,39.8737,39.9114,39.5512,39.7591,1049964
2016-08-17,39.7,39.9794,39.5164,39.969,1058075
2016-08-18,39.966,40.097,39.7809,39.8365,858672
2016-08-19,39.6896,39.7611,39.5452,39.6827,1112359
2016-08-22,39.6261,39.6653,39.4187,39.5487,846966
2016-08-23,39.7238,39.7496,39.501,39.5308,910632
2016-08-24,39.5442,39.6236,39.2415,39.3824,1274804
2016-08-25,39.303,39.438,39.0663,39.2683,1193661
2016-08-26,39.3274,39.6703,39.1744,39.3636,1239516
2016-08-29,39.3551,39.6266,39.2197,39.4926,767896
2016-08-30,39.3467,39.6008,39.1775,39.2991,1158659
2016-08-31,39.1839,39.2817,39.0648,39.1963,1063384
2016-09-01,39.3021,39.3472,39.0217,39.2733,1293686
2016-09-02,39.4653,39.5561,39.3655,39.5447,1339773
2016-09-06,39.6201,40.2404,39.4732,40.098,1974616
2016-09-07,40.0935,40.226,39.8846,40.0965,1137131
2016-09-08,39.9591,40.1179,39.7502,39.841,1168829
2016-09-09,39.639,39.7869,39.1071,39.1284,1873480
2016-09-12,38.9319,39.7085,38.8812,39.6415,1849761
2016-09-13,39.4028,39.4911,38.9225,39.1403,1795479
2016-09-14,39.0812,39.5179,39.0812,39.2266,1304058
2016-09-15,39.2043,39.8809,39.1373,39.7611,1554615
2016-09-16,39.6514,39.6514,39.3834,39.5993,2114594
2016-09-19,39.7552,39.8981,39.3805,39.4713,1140903
2016-09-20,39.7,39.8365,39.6137,39.6891,1042166
2016-09-21,39.7626,39.9934,39.5031,39.9497,1338365
2016-09-22,40.1963,40.6459,40.0827,40.4916,1746099
2016-09-23,40.4513,40.5436,40.3317,40.4424,1401086
2016-09-26,40.1874,40.2003,39.7224,39.8316,1461690
2016-09-27,39.7908,40.3695,39.7908,40.2325,1357017
2016-09-28,39.9025,40.2087,39.838,40.1993,1459255
2016-09-29,40.0588,40.3903,39.7424,39.831,1339849
2016-09-30,39.8787,40.1015,39.7745,39.9015,1647750
2016-10-03,39.8266,39.8757,39.513,39.7189,1478044
2016-10-04,39.9482,40.0226,39.6837,39.8385,1249267
2016-10-05,39.9978,40.1219,39.7353,39.7611,1204718
2016-10-06,39.9025,40.0447,39.7254,39.8529,1091661
2016-10-07,39.9943,39.9948,39.5423,39.7353,1155172
2016-10-10,39.895,40.5625,39.8112,40.4032,1484895
2016-10-11,40.4033,40.6856,40.0658,40.175,1708667
2016-10-12,40.2935,40.4196,40.1245,40.2841,901067
2016-10-13,40.0012,40.0256,39.6315,39.9025,1358714
2016-10-14,40.0697,40.2007,39.8152,39.9283,1103595
2016-10-17,39.9973,40.3695,39.8901,40.0395,1048446
2016-10-18,40.4052,41.1298,40.3616,40.7665,2272099
2016-10-19,40.9169,41.1794,40.8516,41.0444,1488893
2016-10-20,41.0677,41.1126,40.7198,40.7734,1383416
2016-10-21,40.6925,40.9054,40.6087,40.894,1603696
2016-10-24,41.1932,41.5828,41.1411,41.4736,1436759
2016-10-25,41.6106,41.6106,40.9555,41.1168,1876532
2016-10-26,41.0459,41.0752,40.5115,40.7968,1781410
2016-10-27,40.8419,41.019,40.425,40.561,2951185
2016-10-28,41.1858,41.6354,40.5437,40.6707,4322226
2016-10-31,40.8131,40.823,40.097,40.1913,2225860
2016-11-01,40.2395,40.3928,39.6137,39.972,2338224
2016-11-02,40.0355,40.0355,38.9557,39.1254,2333109
2016-11-03,38.9308,39.2038,38.6395,38.8162,2158903
2016-11-04,38.2758,39.1283,38.2611,38.7621,1955824
2016-11-07,39.4495,39.9482,39.3477,39.8008,1977629
2016-11-08,39.8007,40.496,39.6811,40.2945,1755801
2016-11-09,39.7908,40.2811,39.3047,39.9774,3075270
2016-11-10,40.1963,40.1992,38.1234,38.7219,5865288
2016-11-11,38.5492,38.573,37.9899,38.2981,3565697
2016-11-14,38.2986,38.2996,36.9007,37.3786,3660618
2016-11-15,37.9865,38.7194,37.9741,38.4674,2921816
2016-11-16,38.2321,38.8812,38.0291,38.7065,1784872
2016-11-17,38.8316,39.1492,38.7001,39.0132,1522177
2016-11-18,39.0633,39.2678,38.4767,38.5075,1792716
2016-11-21,38.6132,39.0325,38.5239,38.9457,1618604
2016-11-22,39.1537,39.3909,38.8932,38.9557,1383720
2016-11-23,39.18,39.18,38.3428,38.6579,1303134
2016-11-25,38.8371,38.8515,38.6178,38.719,608949
2016-11-28,38.6257,39.6872,38.6133,38.9949,2556121
2016-11-29,39.1234,39.5234,38.9725,39.176,1550268
2016-11-30,39.1591,39.2787,38.3674,38.5031,2261964
2016-12-01,38.6356,38.638,37.3855,37.9299,2845572
2016-12-02,37.8094,38.2361,37.6654,37.9364,1705958
2016-12-05,38.2113,38.7075,38.0608,38.6192,1675811
2016-12-06,38.717,38.9696,38.3761,38.518,1721096
2016-12-07,38.705,39.303,38.3864,39.2767,2014194
2016-12-08,39.3502,39.6505,39.0999,39.4604,1600441
2016-12-09,39.6653,40.1938,39.6033,40.169,1890182
2016-12-12,39.9393,40.2633,39.9249,40.0921,1616390
2016-12-13,40.3149,40.9059,40.2926,40.4613,2112251
2016-12-14,40.49,40.9039,40.3342,40.5878,1786157
2016-12-15,40.5616,40.8414,40.2956,40.4767,1756449
2016-12-16,40.6086,40.6528,40.1029,40.1883,2579374
2016-12-19,40.1606,40.505,39.9234,40.3204,1254107
2016-12-20,40.3635,40.5183,40.2459,40.4543,1262344
2016-12-21,40.4802,40.4802,39.9532,40.3055,1448683
2016-12-22,40.1516,40.2494,39.9993,40.1804,1123629
2016-12-23,40.0975,40.2444,39.9536,40.0871,759796
2016-12-27,40.1308,40.494,39.9878,40.1928,968643
2016-12-28,40.3615,40.3615,39.8211,39.9268,1205646
2016-12-29,39.8157,39.9854,39.608,39.843,1049464
2016-12-30,39.8594,39.8631,39.185,39.3254,1722863
2017-01-03,39.7308,40.2675,39.5457,40.0975,1944340
2017-01-04,40.1908,40.3665,39.904,40.0856,1503974
2017-01-05,40.0723,40.3819,39.9939,40.3462,1330484
2017-01-06,40.4439,41.1372,40.2707,40.9511,2001971
2017-01-09,41.0087,41.2102,40.773,41.0489,1398360
2017-01-10,41.0434,41.1595,40.8484,40.9908,1188463
2017-01-11,41.021,41.1838,40.7654,41.1818,1315453
2017-01-12,41.1084,41.2077,40.7427,41.1655,1340183
2017-01-13,41.2384,41.4195,41.1649,41.2354,1280506
2017-01-17,41.1887,41.1977,40.8513,41.0627,1430098
2017-01-18,41.1789,41.1794,40.8951,41.1402,1019992
2017-01-19,41.1392,41.3377,40.889,40.9094,1062426
2017-01-20,41.1437,41.1511,40.9208,41.098,1296388
2017-01-23,41.2687,41.9601,41.1243,41.9049,2438950
2017-01-24,42.0315,42.2568,41.7982,42.158,1675715
2017-01-25,42.3574,42.6177,42.1684,42.6006,1649683
2017-01-26,42.6304,42.7272,42.2071,42.5277,3467057
2017-01-27,42.628,43.025,41.7794,41.9347,3724361
2017-01-30,41.5391,41.5476,40.7436,40.8826,3490559
2017-01-31,40.6678,40.8449,40.365,40.702,2005032
2017-02-01,40.891,40.891,40.3079,40.4563,2234165
2017-02-02,40.4444,40.9188,40.2981,40.6062,1676512
2017-02-03,40.8479,40.9968,40.6603,40.699,1516636
2017-02-06,40.7382,40.8111,40.4092,40.7729,1340744
2017-02-07,40.9655,41.2841,40.856,41.1506,1654108
2017-02-08,41.2151,41.3997,40.9461,41.1828,1292458
2017-02-09,41.2747,41.2871,41.0151,41.1918,1185283
2017-02-10,41.3352,41.5436,41.2141,41.4295,1404517
2017-02-13,41.5709,41.7711,41.4987,41.6334,1285990
2017-02-14,41.6736,41.7843,41.4781,41.6865,1353120
2017-02-15,41.6259,41.773,41.4974,41.552,1347006
2017-02-16,41.6106,41.8185,41.549,41.7927,997546
2017-02-17,41.7501,42.0295,41.6741,42.0101,1450253
2017-02-21,42.0816,42.2905,42.0101,42.1451,1251606
2017-02-22,42.0821,42.3694,42.018,42.2488,1215704
2017-02-23,42.2349,42.3113,41.8091,42.2309,1376282
2017-02-24,42.0647,42.0999,41.8319,42.0726,1336093
2017-02-27,41.9307,42.2145,41.8344,42.1649,1002756
2017-02-28,42.0498,42.1232,41.7566,41.9297,1372747
2017-03-01,42.2498,42.5783,42.1327,42.5163,1805034
2017-03-02,42.4944,42.5033,42.1177,42.1738,1241556
2017-03-03,42.1287,42.2219,41.9185,42.1356,999062
2017-03-06,42.0255,42.1287,41.7431,42.0458,1040014
2017-03-07,42.0454,42.3466,41.959,42.2384,1030908
2017-03-08,42.3361,42.5252,42.2433,42.3619,1022110
2017-03-09,42.3645,42.7128,42.3138,42.5704,1337592
2017-03-10,42.8116,42.8874,42.559,42.7473,1326563
2017-03-13,42.7187,43.0313,42.7182,42.9048,1157856
2017-03-14,42.8636,43.0537,42.684,42.9708,1053730
2017-03-15,43.0716,43.1678,42.7418,43.0939,1322890
2017-03-16,43.2001,43.3083,43.0507,43.1738,1096170
2017-03-17,43.3564,43.3931,43.0929,43.2914,1854242
2017-03-20,43.148,43.1907,42.9091,43.0701,1530635
2017-03-21,43.1767,43.346,42.0665,42.1882,2518943
2017-03-22,42.1555,42.4468,42.0325,42.1714,1356501
2017-03-23,41.754,41.7689,41.3377,41.6677,3263017
2017-03-24,41.7843,41.8836,41.1442,41.4439,2089893
2017-03-27,41.094,41.7535,40.9059,41.6111,1920699
2017-03-28,41.6697,41.953,41.3012,41.7163,1507809
2017-03-29,41.8215,42.2599,41.7535,42.1748,1446417
2017-03-30,42.2796,42.2806,42.021,42.1555,942279
2017-03-31,42.024,42.1594,41.9453,42.0721,1430175
2017-04-03,42.1193,42.628,42.0587,42.5163,1954635
2017-04-04,42.082,42.3301,42.0574,42.3088,1338381
2017-04-05,42.415,42.7068,42.0582,42.1272,1841241
2017-04-06,42.1565,42.3595,41.8836,41.9379,1522064
2017-04-07,41.9332,41.9769,41.5511,41.7893,1103275
2017-04-10,41.7615,42.0194,41.7242,41.7694,1038369
2017-04-11,41.7694,41.9148,41.4171,41.6791,967037
2017-04-12,41.6086,41.8697,41.5655,41.7575,1127258
2017-04-13,41.7367,41.8702,41.5784,41.694,1065599
2017-04-17,41.7536,42.4612,41.7362,42.4359,1041258
2017-04-18,42.3073,42.548,42.2433,42.3793,929181
2017-04-19,42.5478,42.6875,42.3564,42.5044,1072236
2017-04-20,42.6646,42.8726,42.5535,42.6815,1179928
2017-04-21,42.7083,42.7986,42.5649,42.6254,1164074
2017-04-24,43.0963,43.668,42.9807,43.6169,1683759
2017-04-25,43.7822,44.2779,43.6343,44.1087,2022747
2017-04-26,44.2353,44.3147,43.9256,44.1236,1313373
2017-04-27,44.1663,44.3339,44.0264,44.2378,2324740
2017-04-28,46.1017,46.4441,45.8149,45.8794,3817021
2017-05-01,45.8609,46.4401,45.6947,46.2912,2310324
2017-05-02,46.3135,46.7956,46.2009,46.5031,1738157
2017-05-03,46.4515,47.1537,46.4099,47.0669,1811076
2017-05-04,47.1582,47.5973,47.0133,47.378,1923724
2017-05-05,47.4773,47.5626,47.0494,47.1577,1603433
2017-05-08,47.0172,47.6891,47.0145,47.575,1862615
2017-05-09,47.7061,47.7492,47.3622,47.4768,1675285
2017-05-10,47.4525,47.4768,47.1359,47.384,1137376
2017-05-11,47.2078,47.5403,47.0748,47.4361,1023361
2017-05-12,47.5334,47.5398,47.2461,47.3989,1205742
2017-05-15,47.4063,47.774,47.2837,47.6013,1327664
2017-05-16,47.8162,47.9326,47.6574,47.8688,1093283
2017-05-17,47.6251,47.6891,46.6505,46.7552,2430691
2017-05-18,46.8063,47.3512,46.7106,47.1686,1786963
2017-05-19,47.2838,47.6183,47.2431,47.3746,1350099
2017-05-22,47.4912,47.8792,47.4693,47.842,1376987
2017-05-23,48.1343,48.3601,47.8634,48.1636,1533832
2017-05-24,48.3973,48.539,48.2171,48.5139,1133919
2017-05-25,48.5829,49.4156,48.5244,49.2211,1939495
2017-05-26,49.2281,49.4459,48.9978,49.2911,1624145
2017-05-30,49.2529,49.507,49.1963,49.435,1505312
2017-05-31,49.437,49.6052,48.7159,48.9844,1711166
2017-06-01,49.1764,49.2846,48.6965,49.0439,1296586
2017-06-02,49.0588,49.4504,48.9834,49.4325,1722455
2017-06-05,49.5203,49.9923,49.3993,49.8176,1368576
2017-06-06,49.7893,50.0523,49.367,49.4603,1540475
2017-06-07,49.5665,49.8191,49.4172,49.704,1363794
2017-06-08,49.8349,49.9029,49.4573,49.8374,1675266
2017-06-09,49.8975,49.898,47.3111,48.1423,3620505
2017-06-12,47.5766,48.0371,46.4885,47.7299,4170600
2017-06-13,48.2375,48.5288,47.7398,48.1611,1990317
2017-06-14,48.4093,48.6177,47.6158,48.0336,1494197
2017-06-15,47.0456,47.6737,46.6659,47.649,2409435
2017-06-16,47.5364,47.6376,47.0793,47.5716,2540017
2017-06-19,48.1189,48.5978,48.0469,48.3953,1457821
2017-06-20,48.3998,48.6718,48.047,48.0862,1287559
2017-06-21,48.1755,48.6162,48.0946,48.5626,1152897
2017-06-22,48.4772,48.6573,48.3008,48.4648,1001906
2017-06-23,48.4093,48.9611,48.3577,48.9348,1552258
2017-06-26,49.1288,49.3268,48.1527,48.24,1506529
2017-06-27,47.7194,47.9983,46.9994,47.049,2425276
2017-06-28,47.1766,47.8009,46.457,47.6902,2724980
2017-06-29,47.2108,47.2262,46.1315,46.5394,3182629
2017-06-30,46.8455,46.8956,46.1319,46.1354,2270506
2017-07-03,46.3111,46.3618,45.4224,45.6283,1682103
2017-07-05,45.8635,46.4635,45.5871,46.2635,2078354
2017-07-06,45.9032,46.456,45.6476,46.0367,1999747
2017-07-07,46.2001,46.8788,46.1408,46.6877,1650827
2017-07-10,46.7443,47.2991,46.7443,47.1934,1440575
2017-07-11,47.1696,47.3865,46.9017,47.319,1450290
2017-07-12,47.6827,48.118,47.4932,48.0202,1590102
2017-07-13,48.176,48.568,47.8782,48.0792,1513137
2017-07-14,48.3348,48.5105,48.1437,48.4792,1071512
2017-07-17,48.45,48.7988,48.176,48.4321,1648013
2017-07-18,48.303,49.1709,48.2375,48.9774,1402735
2017-07-19,49.1293,49.4067,48.9805,49.2663,1401559
2017-07-20,49.4762,49.5596,48.8618,49.2375,1407749
2017-07-21,49.0792,49.3824,48.8395,49.3194,1452350
2017-07-24,49.3323,49.9322,49.1424,49.5412,3954653
2017-07-25,48.1711,48.4703,47.8287,48.0882,5889110
2017-07-26,48.2743,48.3324,47.6515,47.9036,2204967
2017-07-27,48.0957,48.1125,46.5017,47.2684,3690023
2017-07-28,47.0441,47.7289,46.9111,47.5572,1800193
2017-07-31,47.6401,47.6992,46.7332,46.9205,2276192
2017-08-01,47.0351,47.3666,46.8937,46.9731,1322464
2017-08-02,47.0629,47.0992,46.2764,47.0267,2024125
2017-08-03,47.0991,47.1438,46.6197,46.6624,1115492
2017-08-04,46.8436,47.0217,46.6374,46.9349,1245167
2017-08-07,47.0207,47.0922,46.8212,46.9329,1434912
2017-08-08,46.8605,47.2674,46.7706,46.8555,1493778
2017-08-09,46.5706,46.8341,46.3458,46.6515,1390347
2017-08-10,46.3994,46.4639,45.7432,45.8332,2687090
2017-08-11,45.8392,46.3181,45.7156,46.1558,1604586
2017-08-14,46.6014,46.6991,46.3738,46.5944,1141982
2017-08-15,46.6987,46.7999,46.4808,46.5523,1098187
2017-08-16,46.7095,47.1388,46.6494,46.8594,1335172
2017-08-17,46.794,46.8366,46.0342,46.0352,1682979
2017-08-18,46.0014,46.2019,45.8262,45.9617,1327374
2017-08-21,45.9414,46.0644,45.5856,45.6982,1291484
2017-08-22,46.0004,46.7449,45.9612,46.6674,1761788
2017-08-23,46.4987,46.9168,46.4114,46.7756,1125957
2017-08-24,46.8316,46.9607,46.188,46.4932,1284851
2017-08-25,46.6083,46.6838,46.1562,46.1761,1178409
2017-08-28,46.2446,46.392,45.9583,46.0585,1041528
2017-08-29,45.6525,46.5577,45.6208,46.4366,1149887
2017-08-30,46.4327,46.9384,46.3523,46.8277,1111941
2017-08-31,46.9602,47.5008,46.9577,47.4038,1680614
2017-09-01,47.5145,47.5572,47.1577,47.2426,1035065
2017-09-05,46.988,47.2126,46.4292,46.721,1449875
2017-09-06,46.8396,46.8709,46.2843,46.7478,1381094
2017-09-07,46.8584,47.1684,46.5249,47.1383,1108201
2017-09-08,47.1289,47.1785,46.648,46.7175,992417
2017-09-11,47.0048,47.2768,46.6972,46.8108,1327336
2017-09-12,46.991,47.0488,46.5235,46.9776,1275154
2017-09-13,46.9205,47.2852,46.8827,47.1656,1087167
2017-09-14,46.9453,47.046,46.566,46.654,1416675
2017-09-15,46.652,46.7344,46.2133,46.4138,1979309
2017-09-18,46.3999,46.4917,45.923,46.1389,1462600
2017-09-19,46.3205,46.5453,45.9855,46.4917,1233406
2017-09-20,46.5349,47.1438,46.5235,47.0217,1988989
2017-09-21,47.051,47.2827,46.6168,47.0222,1360406
2017-09-22,46.785,47.1438,46.689,46.8093,1066745
2017-09-25,46.6203,46.6351,45.8789,46.3637,1859327
2017-09-26,46.4833,46.85,46.4054,46.52,1660204
2017-09-27,46.7835,47.9095,46.7443,47.6351,2317128
2017-09-28,47.4539,47.9467,47.4192,47.8787,1390424
2017-09-29,47.9378,48.4246,47.9378,48.3209,2015861
2017-10-02,48.4166,48.5203,47.7368,48.0107,1527579
2017-10-03,48.0152,48.2574,47.7743,48.2395,1075819
2017-10-04,48.2236,48.3546,47.9184,47.9765,1049837
2017-10-05,48.2747,48.9555,48.1497,48.8901,1767590
2017-10-06,48.6325,49.3402,48.5586,49.3094,1541386
2017-10-09,49.3769,49.6478,49.2032,49.2434,1285751
2017-10-10,49.3918,49.4995,48.6876,49.0196,1154675
2017-10-11,49.0811,50.0004,49.0265,49.9054,1801387
2017-10-12,49.8156,50.1976,49.6796,49.9054,1519185
2017-10-13,50.0771,50.3575,49.9754,50.0156,1317676
2017-10-16,50.1029,50.2205,49.7004,50.089,1062990
2017-10-17,49.9942,50.3476,49.9253,50.1709,1005401
2017-10-18,50.1734,50.4344,49.8891,50.2573,1270184
2017-10-19,49.8608,49.9884,49.4911,49.7164,1701389
2017-10-20,49.9749,50.0543,49.7376,49.8766,1593986
2017-10-23,49.8821,49.9126,48.7864,48.9075,1627002
2017-10-24,48.9551,49.0921,48.4877,49.0539,1434293
2017-10-25,48.9438,49.3487,48.5196,49.2013,1517248
2017-10-26,49.5492,49.9481,49.1522,49.1993,2352068
2017-10-27,51.1629,52.7822,50.9575,51.2959,5145265
2017-10-30,51.0721,51.6016,50.7331,51.2691,2322622
2017-10-31,51.2627,51.6597,50.93,51.2647,1504909
2017-11-01,51.4272,52.0001,51.3123,51.7388,2146851
2017-11-02,51.6095,51.8839,51.0473,51.7574,1324687
2017-11-03,51.7465,52.139,51.4934,52.1058,1378049
2017-11-06,52.0616,52.2348,51.7093,51.743,907887
2017-11-07,52.0889,52.2755,51.7589,52.2249,1295441
2017-11-08,52.1088,52.7361,51.9599,52.5177,1205492
2017-11-09,52.0071,52.15,51.4042,51.9932,1781119
2017-11-10,51.8021,51.9391,51.6706,51.816,964837
2017-11-13,51.6497,52.0438,51.5733,51.6696,933666
2017-11-14,51.4969,51.7242,51.0805,51.6914,1042687
2017-11-15,51.3619,51.5917,51.1515,51.4319,898473
2017-11-16,51.548,52.1937,51.5108,52.0304,1179481
2017-11-17,52.0964,52.1559,51.2989,51.4061,1325594
2017-11-20,51.4116,51.5453,51.2466,51.3451,869750
2017-11-21,51.612,52.1257,51.5674,52.1212,1102015
2017-11-22,52.1639,52.3758,51.9699,52.2016,721447
2017-11-24,52.3242,52.6061,52.2016,52.4299,819180
2017-11-27,52.5315,53.2494,52.343,53.1985,1758205
2017-11-28,53.2968,53.595,52.3316,52.7658,1807513
2017-11-29,52.413,52.5415,51.0965,51.48,2772383
2017-11-30,51.6071,51.8155,51.1173,51.42,2237683
2017-12-01,51.1341,51.4733,50.4637,50.8691,1873920
2017-12-04,51.0046,51.1803,50.0826,50.2141,1924321
2017-12-05,50.1704,51.4453,49.7399,50.5977,1935243
2017-12-06,50.4449,51.5892,50.3848,51.2488,1424784
2017-12-07,51.415,52.0527,51.3798,51.8368,1531711
2017-12-08,52.1961,52.4249,51.9008,52.0755,1546784
2017-12-11,52.1614,52.4041,51.8145,52.2041,1153976
2017-12-12,52.1063,52.7267,51.8518,52.0453,1681358
2017-12-13,52.2095,52.3783,51.9366,52.1753,1373660
2017-12-14,52.3787,52.9539,52.2847,52.477,1536529
2017-12-15,52.7902,53.3594,52.6071,53.1981,3164081
2017-12-18,53.4188,53.9171,53.1171,53.8476,1503242
2017-12-19,53.7449,53.8419,53.2114,53.5841,1307638
2017-12-20,53.6407,53.6564,53.0294,53.2755,1425620
2017-12-21,53.3663,53.472,53.0492,53.141,1272411
2017-12-22,53.0988,53.1841,52.9817,53.0422,882776
2017-12-26,53.0314,53.0423,52.5351,52.8929,911878
2017-12-27,52.9301,53.013,52.5222,52.6125,1107833
