"MacroTrends Data Download"
"GOOGL - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
2009-05-21,9.8427,10.0052,9.7815,9.8477,2699903
2009-05-22,9.8517,9.9011,9.7359,9.7732,1705957
2009-05-26,9.7347,10.0588,9.6863,10.043,3081506
2009-05-27,10.0747,10.2291,10.0541,10.0727,3013123
2009-05-28,10.1502,10.2232,10.0491,10.1929,2648974
2009-05-29,10.2354,10.3626,10.2004,10.3626,2629550
2009-06-01,10.3998,10.6698,10.3949,10.5943,3298488
2009-06-02,10.5866,10.6787,10.5158,10.64,2606325
2009-06-03,10.5804,10.7409,10.5307,10.7207,3509082
2009-06-04,10.8113,10.959,10.7914,10.935,3612131
2009-06-05,11.054,11.1104,10.9147,11.0354,3653406
2009-06-08,10.9156,10.9509,10.782,10.8975,3075684
2009-06-09,10.8928,10.9405,10.7234,10.8193,3231530
2009-06-10,10.8345,10.8757,10.597,10.7443,3333636
2009-06-11,10.7237,10.7724,10.6393,10.6549,2844554
2009-06-12,10.6018,10.6226,10.4614,10.5516,2896555
2009-06-15,10.4686,10.4686,10.2823,10.3511,3709259
2009-06-16,10.4142,10.4584,10.3176,10.332,3027386
2009-06-17,10.3367,10.4244,10.2217,10.3111,3464755
2009-06-18,10.324,10.3988,10.2575,10.2838,3064473
2009-06-19,10.3869,10.4428,10.2968,10.4336,4229061
2009-06-22,10.3556,10.369,9.9815,10.1173,4093425
2009-06-23,10.0998,10.1579,9.998,10.0757,2877947
2009-06-24,10.1516,10.2383,10.0976,10.1653,2439548
2009-06-25,10.1085,10.3295,10.0963,10.3263,3022411
2009-06-26,10.2744,10.6357,10.2602,10.5636,3233045
2009-06-29,10.5804,10.6251,10.487,10.5342,2153255
2009-06-30,10.5307,10.6105,10.3871,10.4708,2575216
2009-07-01,10.5357,10.5903,10.3854,10.4063,2293448
2009-07-02,10.3174,10.3174,10.1038,10.1455,2498754
2009-07-06,10.0961,10.1989,9.9758,10.1733,2245591
2009-07-07,10.1392,10.1628,9.8347,9.851,3235836
2009-07-08,9.9347,10.0837,9.8865,9.9965,3416057
2009-07-09,10.0866,10.2935,10.0787,10.1927,3251261
2009-07-10,10.1724,10.3661,10.1507,10.2923,2907601
2009-07-13,10.3364,10.5436,10.3116,10.5381,4017148
2009-07-14,10.5236,10.5985,10.453,10.548,2874746
2009-07-15,10.6712,10.8953,10.6422,10.8826,3750991
2009-07-16,10.8457,11.0709,10.7816,10.9927,6505288
2009-07-17,10.7542,10.8158,10.5977,10.6859,6803315
2009-07-20,10.6767,10.7505,10.5865,10.6839,3130340
2009-07-21,10.7031,10.7269,10.5735,10.6276,2946892
2009-07-22,10.6302,10.6847,10.5183,10.6224,2567563
2009-07-23,10.647,10.9582,10.568,10.8621,3453298
2009-07-24,10.824,11.1886,10.8039,11.095,3602243
2009-07-27,11.0781,11.0957,10.8687,11.0473,2486543
2009-07-28,10.953,10.9979,10.8313,10.9244,2522007
2009-07-29,10.8593,10.8734,10.7266,10.8347,1972287
2009-07-30,10.9929,11.213,10.9929,11.0682,3176558
2009-07-31,11.1759,11.2435,10.9884,11.0038,2840083
2009-08-03,11.1451,11.2733,11.1178,11.2313,2571734
2009-08-04,11.1608,11.2758,11.1375,11.2692,2372178
2009-08-05,11.3255,11.3481,11.1238,11.2048,2324661
2009-08-06,11.2833,11.2977,11.1399,11.1854,2095564
2009-08-07,11.3173,11.4104,11.3004,11.3528,2524323
2009-08-10,11.3041,11.3853,11.2706,11.3406,1728914
2009-08-11,11.2676,11.356,11.2355,11.2742,1701727
2009-08-12,11.3108,11.4683,11.2986,11.3897,2324209
2009-08-13,11.4782,11.542,11.3977,11.4814,1980668
2009-08-14,11.4938,11.5037,11.3475,11.4249,1663978
2009-08-17,11.2137,11.2258,11.0055,11.0495,2600647
2009-08-18,11.0547,11.1193,10.9857,11.0592,2339811
2009-08-19,10.9279,11.0523,10.8925,11.0267,2243147
2009-08-20,11.2261,11.479,11.207,11.435,3972442
2009-08-21,11.5625,11.5761,11.4907,11.555,3537651
2009-08-24,11.6073,11.6755,11.5347,11.6416,2440876
2009-08-25,11.6516,11.7813,11.6414,11.7072,2325459
2009-08-26,11.7417,11.7477,11.5912,11.6235,1973537
2009-08-27,11.6379,11.6379,11.4429,11.5753,1984974
2009-08-28,11.6548,11.7321,11.5088,11.5428,1758524
2009-08-31,11.4196,11.471,11.3751,11.4663,1943275
2009-09-01,11.4169,11.5942,11.2862,11.3195,2575630
2009-09-02,11.321,11.3833,11.2409,11.2512,1792971
2009-09-03,11.321,11.3813,11.3006,11.3632,1634006
2009-09-04,11.3645,11.4894,11.32,11.4571,1488621
2009-09-08,11.5313,11.5984,11.3215,11.3905,2636679
2009-09-09,11.4015,11.5806,11.395,11.5234,2179030
2009-09-10,11.59,11.6965,11.4745,11.6965,2516287
2009-09-11,11.6833,11.7552,11.6143,11.7265,1888518
2009-09-14,11.6858,11.842,11.6744,11.8003,1962829
2009-09-15,11.7993,11.8944,11.7404,11.8604,2380611
2009-09-16,11.9165,12.1542,11.8838,12.1274,2567957
2009-09-17,12.184,12.3529,12.0991,12.2126,4449816
2009-09-18,12.3381,12.3433,12.2005,12.2062,3259628
2009-09-21,12.114,12.391,12.0761,12.3438,2101694
2009-09-22,12.4411,12.4677,12.3639,12.395,3019013
2009-09-23,12.4377,12.5922,12.3614,12.3802,2684409
2009-09-24,12.43,12.4533,12.2445,12.3381,2509694
2009-09-25,12.2764,12.4165,12.2197,12.2315,2036618
2009-09-28,12.2903,12.4556,12.2518,12.3818,1829352
2009-09-29,12.4066,12.4121,12.2447,12.3818,2083642
2009-09-30,12.4183,12.4217,12.1014,12.3152,3118141
2009-10-01,12.2445,12.3306,12.0954,12.1004,2795122
2009-10-02,12.0144,12.2131,11.9861,12.0353,2581303
2009-10-05,12.1115,12.2302,12.0044,12.1331,2128561
2009-10-06,12.2122,12.4026,12.2122,12.387,2712455
2009-10-07,12.3934,12.8899,12.3639,12.8539,4841104
2009-10-08,12.9044,12.9958,12.7496,12.7705,4274225
2009-10-09,12.8318,12.9525,12.7784,12.8219,2719353
2009-10-12,12.9999,13.058,12.8981,13.0153,3299380
2009-10-13,13.0241,13.1003,12.9493,13.0668,3019439
2009-10-14,13.2245,13.302,13.1634,13.2955,3240570
2009-10-15,13.2565,13.3347,13.0955,13.1611,6054591
2009-10-16,13.5938,13.7781,13.5243,13.6564,8779398
2009-10-19,13.7269,13.7495,13.6285,13.712,3196017
2009-10-20,13.7008,13.7333,13.4291,13.7028,4014105
2009-10-21,13.6578,13.8923,13.6352,13.6874,3645618
2009-10-22,13.6601,13.7843,13.6104,13.7617,2319565
2009-10-23,13.7904,13.856,13.6899,13.7517,2375237
2009-10-26,13.8029,13.9492,13.6822,13.7647,2951415
2009-10-27,13.6842,13.7733,13.515,13.6176,3193894
2009-10-28,13.6072,13.6601,13.3683,13.4192,2549401
2009-10-29,13.4865,13.7056,13.4366,13.6862,2499878
2009-10-30,13.6601,13.6644,13.2687,13.3154,3443714
2009-11-02,13.3392,13.3984,13.1197,13.2625,3178865
2009-11-03,13.1636,13.3496,13.1213,13.3444,2365019
2009-11-04,13.4316,13.5483,13.3228,13.4199,2316124
2009-11-05,13.4984,13.6544,13.4779,13.6266,1834185
2009-11-06,13.6035,13.7043,13.5483,13.6874,1813003
2009-11-09,13.7955,13.9725,13.7652,13.9708,2631542
2009-11-10,13.9763,14.1266,13.9582,14.0764,2214714
2009-11-11,14.1687,14.2437,14.054,14.1707,2304438
2009-11-12,14.1459,14.2288,14.045,14.1034,1872245
2009-11-13,14.1392,14.2191,14.0726,14.2077,1655578
2009-11-16,14.281,14.3304,14.2259,14.3128,2182643
2009-11-17,14.2778,14.3431,14.2493,14.3429,1906366
2009-11-18,14.322,14.3749,14.2082,14.322,1538503
2009-11-19,14.2505,14.2562,14.1568,14.2311,2152043
2009-11-20,14.1444,14.1965,14.1419,14.1559,1991130
2009-11-23,14.3181,14.5692,14.3024,14.4636,2529457
2009-11-24,14.4672,14.5117,14.3193,14.4819,1596580
2009-11-25,14.5643,14.5806,14.472,14.5478,1450450
2009-11-27,14.2067,14.4663,14.1809,14.3992,1374137
2009-11-30,14.4208,14.4965,14.3334,14.4797,1712293
2009-12-01,14.6071,14.6838,14.4797,14.6503,2303861
2009-12-02,14.6779,14.7283,14.5597,14.5917,1652735
2009-12-03,14.6298,14.6896,14.5294,14.5478,1418684
2009-12-04,14.7285,14.7735,14.3848,14.5296,2495185
2009-12-07,14.5102,14.621,14.43,14.5604,1624312
2009-12-08,14.4921,14.67,14.4549,14.5803,1514085
2009-12-09,14.5914,14.6369,14.4941,14.6292,1767928
2009-12-10,14.6645,14.7705,14.6638,14.6908,1657003
2009-12-11,14.7698,14.7715,14.5972,14.6662,1710451
2009-12-14,14.7837,14.8351,14.7184,14.7959,1899224
2009-12-15,14.7355,14.812,14.6781,14.7315,2263232
2009-12-16,14.8749,14.9111,14.8185,14.8463,2788682
2009-12-17,14.8135,14.8433,14.747,14.7514,2620956
2009-12-18,14.8033,14.8753,14.7777,14.813,3506047
2009-12-21,14.8511,14.898,14.7944,14.8692,2552704
2009-12-22,14.9352,14.9391,14.8733,14.9297,1870154
2009-12-23,14.9888,15.2216,14.9727,15.192,2059746
2009-12-24,15.2231,15.3867,15.2067,15.3609,852181
2009-12-28,15.4398,15.5474,15.3609,15.4699,1685277
2009-12-29,15.5164,15.519,15.3562,15.3838,1417010
2009-12-30,15.3614,15.4665,15.3493,15.4665,1455386
2009-12-31,15.5167,15.5328,15.3982,15.3982,1211067
2010-01-04,15.5713,15.6348,15.504,15.5663,1943280
2010-01-05,15.5771,15.5934,15.437,15.4978,2985310
2010-01-06,15.5442,15.5442,15.0599,15.1073,3950728
2010-01-07,15.1354,15.1503,14.7194,14.7554,6369895
2010-01-08,14.7032,14.9826,14.6315,14.9521,4689306
2010-01-11,15.0127,15.0127,14.7539,14.9295,7162688
2010-01-12,14.8543,14.8562,14.6039,14.6655,4816860
2010-01-13,14.318,14.6133,14.2538,14.5813,6450343
2010-01-14,14.502,14.7578,14.475,14.6498,4209720
2010-01-15,14.6931,14.742,14.3565,14.4052,5396923
2010-01-19,14.4422,14.6639,14.313,14.5944,4284754
2010-01-20,14.5537,14.5537,14.2882,14.4154,3229105
2010-01-21,14.4906,14.5747,14.2127,14.4792,6260324
2010-01-22,14.0202,14.1717,13.284,13.6603,6756579
2010-01-25,13.5754,13.657,13.3002,13.4117,4387847
2010-01-26,13.3613,13.6501,13.3196,13.4718,4324084
2010-01-27,13.4433,13.6017,13.2953,13.4639,3935733
2010-01-28,13.5233,13.5856,13.1783,13.2701,3206820
2010-01-29,13.3743,13.4363,13.0544,13.162,4110148
2010-02-01,13.2777,13.3077,13.1708,13.2384,2236130
2010-02-02,13.2864,13.2866,13.104,13.1912,4065591
2010-02-03,13.1303,13.4639,13.1194,13.4321,2977394
2010-02-04,13.3372,13.362,13.053,13.0833,3357353
2010-02-05,13.1236,13.2502,12.9761,13.1954,3133372
2010-02-08,13.2255,13.4615,13.2014,13.2496,2675209
2010-02-09,13.4003,13.4497,13.2893,13.3233,2807469
2010-02-10,13.2645,13.3569,13.106,13.2738,2655730
2010-02-11,13.2192,13.4239,13.1509,13.3223,2393005
2010-02-12,13.2372,13.341,13.1758,13.2409,2263278
2010-02-16,13.3407,13.5143,13.2701,13.444,3627411
2010-02-17,13.4614,13.4962,13.3524,13.3672,2015455
2010-02-18,13.3506,13.5363,13.3159,13.4917,2321707
2010-02-19,13.4366,13.5119,13.4043,13.4307,2536186
2010-02-22,13.5943,13.598,13.4366,13.4813,2128661
2010-02-23,13.4864,13.5021,13.2203,13.2893,2853234
2010-02-24,13.2724,13.373,13.1761,13.1999,2309455
2010-02-25,13.0918,13.1261,12.915,13.0747,3284556
2010-02-26,13.0993,13.2068,13.0014,13.0839,2034005
2010-03-01,13.1435,13.2451,13.1073,13.2302,2221552
2010-03-02,13.2995,13.5523,13.2878,13.4381,4324729
2010-03-03,13.4704,13.6134,13.3931,13.5439,3066959
2010-03-04,13.5732,13.8123,13.5657,13.7741,3160184
2010-03-05,13.942,14.0989,13.906,14.013,3884010
2010-03-08,14.0272,14.0372,13.9336,13.9701,2368617
2010-03-09,13.9048,14.0242,13.8216,13.9132,3153763
2010-03-10,14.0018,14.3679,13.9633,14.317,5616620
2010-03-11,14.2626,14.5594,14.2611,14.4337,4203464
2010-03-12,14.6074,14.6108,14.3844,14.3938,2735552
2010-03-15,14.0744,14.1432,13.8091,13.9875,4621652
2010-03-16,13.9539,14.1176,13.9273,14.0376,3407107
2010-03-17,14.1147,14.1929,14.0141,14.0466,3297592
2010-03-18,14.0257,14.1181,13.982,14.0674,1763788
2010-03-19,14.0632,14.1072,13.8409,13.9085,4758189
2010-03-22,13.8119,14.0786,13.7664,13.8466,3975389
2010-03-23,13.835,13.8666,13.4614,13.6353,5460044
2010-03-24,13.5486,13.9048,13.4043,13.8422,6520117
2010-03-25,13.884,14.2067,13.8752,13.98,3902182
2010-03-26,14.0394,14.092,13.9092,13.9753,2676245
2010-03-29,13.983,14.0257,13.9226,13.9693,3081891
2010-03-30,13.9787,14.0979,13.9154,14.0751,1972659
2010-03-31,14.0339,14.1504,13.9783,14.0853,3008140
2010-04-01,14.1903,14.2425,14.0463,14.127,2086866
2010-04-05,14.1792,14.278,14.132,14.1819,1887797
2010-04-06,14.1434,14.1789,14.0426,14.1128,2044535
2010-04-07,14.0898,14.1258,13.9547,13.9964,2561664
2010-04-08,13.9909,14.1532,13.9097,14.0945,1937100
2010-04-09,14.1071,14.1262,14.0078,14.0629,2041404
2010-04-12,14.091,14.2561,14.0629,14.2246,2335896
2010-04-13,14.2196,14.6257,14.1849,14.5733,3882914
2010-04-14,14.655,14.7117,14.5048,14.6287,3378269
2010-04-15,14.7075,14.8483,14.611,14.7852,6710893
2010-04-16,13.983,14.1273,13.6509,13.6637,12147649
2010-04-19,13.6291,13.7592,13.5359,13.6626,3866557
2010-04-20,13.7637,13.8999,13.6865,13.7853,2956976
2010-04-21,13.8205,13.9147,13.7137,13.7669,2374789
2010-04-22,13.7098,13.7222,13.495,13.5871,3259031
2010-04-23,13.5918,13.6432,13.4681,13.5357,2074215
2010-04-26,13.5352,13.5357,13.1437,13.2041,4340815
2010-04-27,13.137,13.3702,13.0948,13.14,3815889
2010-04-28,13.2155,13.2833,12.9405,13.1432,3383618
2010-04-29,13.247,13.3248,13.0806,13.213,3035868
2010-04-30,13.1914,13.3541,13.0501,13.0564,2421904
2010-05-03,13.0765,13.2359,13.0412,13.1783,1846371
2010-05-04,13.077,13.0824,12.5229,12.5765,6032956
2010-05-05,12.4426,12.8087,12.43,12.6607,4547767
2010-05-06,12.6356,12.8534,11.4249,12.3852,4962532
2010-05-07,12.4175,12.5504,11.9546,12.2479,5055488
2010-05-10,12.7653,12.9853,12.7312,12.956,4096978
2010-05-11,12.8074,12.912,12.6224,12.643,3299377
2010-05-12,12.7173,12.7173,12.4679,12.5521,3823257
2010-05-13,12.8281,12.9647,12.6758,12.6885,3303190
2010-05-14,12.6609,12.6912,12.3251,12.6053,4093000
2010-05-17,12.5866,12.626,12.3773,12.6162,2775560
2010-05-18,12.6666,12.6907,12.3455,12.3778,2809064
2010-05-19,12.3255,12.4043,12.1139,12.2799,3420516
2010-05-20,12.0475,12.0601,11.7676,11.7976,4881012
2010-05-21,11.6498,12.0457,11.5341,11.7241,9620854
2010-05-24,11.9397,12.1648,11.8421,11.851,4317696
2010-05-25,11.6274,11.8582,11.5244,11.8488,2999254
2010-05-26,11.9731,12.164,11.7973,11.809,3457906
2010-05-27,12.0422,12.2272,11.9476,12.1813,2788966
2010-05-28,12.238,12.2556,11.9961,12.0614,2873055
2010-06-01,11.9322,12.1963,11.9245,11.9804,2646996
2010-06-02,12.0874,12.266,11.9578,12.2536,2521667
2010-06-03,12.2969,12.617,12.2867,12.5574,3624524
2010-06-04,12.4113,12.648,12.3363,12.3865,3894485
2010-06-07,12.395,12.4408,11.9997,12.0586,3609750
2010-06-08,12.1165,12.1411,11.8605,12.0403,2664926
2010-06-09,12.1008,12.1421,11.7228,11.773,2712233
2010-06-10,11.9307,12.1327,11.8182,12.0956,2566529
2010-06-11,11.9836,12.1379,11.9618,12.1327,1770936
2010-06-14,12.2812,12.2817,12.0008,12.0008,2025642
2010-06-15,11.998,12.4282,11.9757,12.3685,4229605
2010-06-16,12.3231,12.5176,12.3216,12.4498,2274777
2010-06-17,12.504,12.5643,12.3361,12.4203,1963045
2010-06-18,12.4806,12.5044,12.3718,12.419,2857147
2010-06-21,12.4157,12.4423,12.043,12.1341,2966917
2010-06-22,12.1675,12.3339,12.0639,12.0768,2203288
2010-06-23,12.0927,12.0927,11.8759,11.9725,2014437
2010-06-24,11.9131,11.9899,11.7542,11.7999,1879561
2010-06-25,11.8485,11.863,11.6872,11.7397,2228444
2010-06-28,11.7375,11.8607,11.6486,11.7248,1749370
2010-06-29,11.5102,11.5378,11.2042,11.2822,3475831
2010-06-30,11.2997,11.3709,11.0453,11.051,3576666
2010-07-01,11.0595,11.1367,10.7699,10.9154,3487522
2010-07-02,10.9683,10.9848,10.8287,10.8424,1921736
2010-07-06,11.0275,11.1187,10.7699,10.8305,2542225
2010-07-07,10.8861,11.2085,10.8133,11.1814,3108446
2010-07-08,11.2646,11.3585,11.168,11.3394,2650470
2010-07-09,11.7218,11.7541,11.4938,11.6108,4300198
2010-07-12,11.7321,11.9077,11.7,11.818,3309414
2010-07-13,11.9774,12.2441,11.9285,12.15,3946451
2010-07-14,12.167,12.2651,12.082,12.2032,3095164
2010-07-15,12.2129,12.2867,11.9882,12.2698,4822367
2010-07-16,11.6513,11.6872,11.4129,11.415,7765930
2010-07-19,11.4499,11.6645,11.3632,11.5783,4515349
2010-07-20,11.4504,11.9958,11.4397,11.961,4026399
2010-07-21,12.0209,12.0632,11.808,11.8596,3260727
2010-07-22,12.0018,12.1446,11.9831,12.041,2132375
2010-07-23,11.9407,12.1846,11.9218,12.1714,2250178
2010-07-26,12.1473,12.1885,12.0427,12.1444,1981714
2010-07-27,12.1842,12.3562,12.1742,12.2354,2433601
2010-07-28,12.2926,12.3003,11.9879,12.0296,2483685
2010-07-29,12.0693,12.1421,11.9049,12.0455,2655363
2010-07-30,11.9128,12.1043,11.9002,12.042,2128411
2010-08-02,12.1448,12.2514,12.0939,12.1801,1853472
2010-08-03,12.1823,12.231,12.0895,12.1657,1789665
2010-08-04,12.224,12.5921,12.1959,12.5752,3785506
2010-08-05,12.5645,12.6318,12.5066,12.6194,2408254
2010-08-06,12.5525,12.5608,12.3201,12.4237,3296776
2010-08-09,12.4743,12.5548,12.4521,12.5511,1859154
2010-08-10,12.4766,12.5673,12.3827,12.5104,2060002
2010-08-11,12.3619,12.3686,12.2071,12.2131,2209305
2010-08-12,12.0194,12.2879,11.9839,12.2198,2188492
2010-08-13,12.1451,12.1995,12.071,12.0793,1925478
2010-08-16,12.013,12.1667,11.934,12.0604,1296889
2010-08-17,12.1335,12.2866,12.0713,12.1828,1876465
2010-08-18,12.1808,12.1915,11.96,11.9749,2666220
2010-08-19,11.9467,11.984,11.6051,11.6228,3896073
2010-08-20,11.6228,11.7127,11.4502,11.475,3893905
2010-08-23,11.4621,11.6297,11.3684,11.5259,2966744
2010-08-24,11.3677,11.3844,11.1993,11.211,2743096
2010-08-25,11.1765,11.3704,11.1765,11.2912,2572668
2010-08-26,11.3271,11.3568,11.1874,11.2009,1768408
2010-08-27,11.2401,11.4246,11.1181,11.3958,2295776
2010-08-30,11.4037,11.4189,11.2366,11.2433,1226954
2010-08-31,11.1791,11.2974,11.1267,11.1769,1932390
2010-09-01,11.3001,11.5475,11.2385,11.4331,3213542
2010-09-02,11.4955,11.5348,11.4325,11.5038,1672747
2010-09-03,11.6861,11.7198,11.6096,11.6806,2526630
2010-09-07,11.5366,11.6133,11.4998,11.5341,1698503
2010-09-08,11.5537,11.7353,11.5368,11.6876,2390967
2010-09-09,11.8677,11.9315,11.6876,11.8267,2417044
2010-09-10,11.8972,11.9164,11.7994,11.8257,1959539
2010-09-13,11.9439,12.0296,11.9098,11.9779,2228805
2010-09-14,11.9714,12.0396,11.9235,11.9322,2202097
2010-09-15,11.9203,11.9684,11.8842,11.9374,2385514
2010-09-16,11.9203,11.9824,11.9069,11.9479,1957782
2010-09-17,12.0146,12.1997,11.9508,12.1736,5607067
2010-09-20,12.232,12.6769,12.2211,12.6239,4380313
2010-09-21,12.6587,12.9147,12.6396,12.7526,4433737
2010-09-22,12.7377,12.86,12.7084,12.8157,2518739
2010-09-23,12.7812,12.9073,12.699,12.7531,2300270
2010-09-24,12.9583,13.1095,12.8718,13.0961,3338036
2010-09-27,13.1348,13.3335,13.1348,13.1736,3084329
2010-09-28,13.2498,13.2526,12.8765,13.0931,3627430
2010-09-29,13.11,13.2363,13.0322,13.106,2157577
2010-09-30,13.1425,13.2098,12.8882,13.0588,3220292
2010-10-01,13.1634,13.1788,12.9895,13.0546,2209421
2010-10-04,13.038,13.1199,12.8865,12.9734,1925947
2010-10-05,13.1232,13.4118,13.0777,13.3678,3481007
2010-10-06,13.3933,13.4105,13.1619,13.2714,2745941
2010-10-07,13.3176,13.3422,13.142,13.1636,2380918
2010-10-08,13.2322,13.3522,13.1043,13.3211,2842004
2010-10-11,13.374,13.526,13.3414,13.3829,2611573
2010-10-12,13.4148,13.5605,13.3569,13.4463,3729015
2010-10-13,13.5856,13.5979,13.4696,13.4937,3037884
2010-10-14,13.5155,13.5421,13.3399,13.4348,6584253
2010-10-15,14.8838,14.9428,14.6933,14.9379,14713511
2010-10-18,14.9156,15.391,14.9156,15.3418,7056009
2010-10-19,15.1217,15.27,14.973,15.0964,4556680
2010-10-20,15.1041,15.3336,15.0882,15.1001,3500522
2010-10-21,15.1878,15.2993,15.0509,15.1997,2901700
2010-10-22,15.1979,15.27,15.1515,15.2131,2239672
2010-10-25,15.289,15.5164,15.2737,15.3117,3135007
2010-10-26,15.2273,15.4292,15.1759,15.3639,2494786
2010-10-27,15.2936,15.3987,15.2082,15.311,2225600
2010-10-28,15.3999,15.4235,15.2325,15.3634,2170994
2010-10-29,15.3259,15.3738,15.2247,15.2422,2264174
2010-11-01,15.2926,15.415,15.1803,15.2746,3065252
2010-11-02,15.3657,15.3987,15.2641,15.2894,1984781
2010-11-03,15.3365,15.4441,15.2372,15.4031,3356814
2010-11-04,15.5139,15.645,15.4508,15.5047,3544391
2010-11-05,15.4776,15.535,15.4262,15.5248,1753281
2010-11-08,15.4987,15.6344,15.4764,15.5668,2086497
2010-11-09,15.6471,15.6682,15.4114,15.5184,2223496
2010-11-10,15.4503,15.4732,15.3368,15.4702,2481083
2010-11-11,15.3912,15.395,15.2549,15.3289,2245061
2010-11-12,15.2494,15.3216,14.9319,14.9836,3369740
2010-11-15,14.9784,15.0013,14.7541,14.7894,3453965
2010-11-16,14.7221,14.8495,14.4909,14.4976,3283856
2010-11-17,14.5294,14.6412,14.4392,14.4934,2424067
2010-11-18,14.6287,14.9014,14.6178,14.8165,2571448
2010-11-19,14.8274,14.8495,14.662,14.6742,2281742
2010-11-22,14.5908,14.7392,14.4735,14.6839,2170119
2010-11-23,14.5793,14.629,14.3605,14.48,2150704
2010-11-24,14.5868,14.8175,14.5803,14.777,2382859
2010-11-26,14.665,14.7276,14.5791,14.6536,1301210
2010-11-29,14.6329,14.6486,14.404,14.4576,2838505
2010-11-30,14.2641,14.2641,13.7423,13.8019,7063931
2010-12-01,13.983,14.1958,13.9681,14.0165,3729429
2010-12-02,14.1236,14.2395,14.0413,14.202,2531440
2010-12-03,14.1431,14.3177,14.1071,14.2313,2613374
2010-12-06,14.4194,14.4549,14.321,14.3645,2079815
2010-12-07,14.6851,14.728,14.5542,14.5826,3025016
2010-12-08,14.7025,14.7162,14.4969,14.667,1743953
2010-12-09,14.75,14.7921,14.6287,14.6908,1854955
2010-12-10,14.7315,14.7526,14.6609,14.7084,1692329
2010-12-13,14.8304,14.9764,14.7551,14.7683,2385418
2010-12-14,14.8296,14.8596,14.7151,14.7755,1630929
2010-12-15,14.7579,14.8137,14.6325,14.661,2151870
2010-12-16,14.7243,14.7472,14.6056,14.696,1584842
2010-12-17,14.6784,14.7171,14.5957,14.6734,3066155
2010-12-20,14.769,14.8492,14.6201,14.7792,1958934
2010-12-21,14.8664,15.0192,14.8427,14.9782,1867580
2010-12-22,15.0013,15.076,14.9834,15.0383,1198872
2010-12-23,15.0346,15.051,14.9524,15.007,1102860
2010-12-27,14.9699,14.9958,14.8895,14.961,1199065
2010-12-28,14.9528,14.998,14.8525,14.8751,1056761
2010-12-29,14.9516,14.9618,14.8751,14.9268,1012178
2010-12-30,14.8522,14.935,14.8371,14.8736,982058
2010-12-31,14.821,14.8627,14.704,14.7522,1529904
2011-01-03,14.8145,15.0408,14.8145,15.01,2348547
2011-01-04,15.0415,15.0554,14.9049,14.9546,1811812
2011-01-05,14.9037,15.1585,14.9032,15.1272,2513237
2011-01-06,15.1672,15.3596,15.1515,15.2372,2042739
2011-01-07,15.297,15.3552,15.1535,15.3102,2085507
2011-01-10,15.2696,15.2842,15.1146,15.2549,1569200
2011-01-11,15.3418,15.3689,15.2621,15.2996,1430189
2011-01-12,15.3825,15.3825,15.2687,15.3209,1620452
2011-01-13,15.3234,15.3904,15.2536,15.3164,1323940
2011-01-14,15.3343,15.5047,15.3264,15.5025,2352557
2011-01-18,15.5492,15.9448,15.5295,15.8862,3592917
2011-01-19,15.9481,15.9689,15.6386,15.6905,3386985
2011-01-20,15.7019,15.7484,15.4804,15.5668,5444595
2011-01-21,15.8849,15.9383,15.184,15.1957,8837557
2011-01-24,15.0899,15.2121,14.9325,15.1771,4570461
2011-01-25,15.1056,15.4158,15.0638,15.3964,3620230
2011-01-26,15.4068,15.4605,15.2814,15.3117,2026430
2011-01-27,15.3462,15.3912,15.231,15.3189,2004279
2011-01-28,15.3755,15.4077,14.896,14.9265,4202208
2011-01-31,14.9914,15.0132,14.7914,14.9109,2789002
2011-02-01,15.0134,15.2336,14.9791,15.1761,2725268
2011-02-02,15.1752,15.2581,15.089,15.2,1747527
2011-02-03,15.1374,15.1863,15.0542,15.1542,1486243
2011-02-04,15.1542,15.1861,15.0661,15.1746,1540860
2011-02-07,15.1543,15.3587,15.1308,15.257,1788511
2011-02-08,15.2727,15.3894,15.2623,15.3584,1683728
2011-02-09,15.3209,15.385,15.2084,15.3117,1829567
2011-02-10,15.2471,15.3365,15.189,15.3102,2318592
2011-02-11,15.2444,15.5228,15.2248,15.5104,2573904
2011-02-14,15.4816,15.6381,15.3997,15.6011,2115885
2011-02-15,15.5804,15.6492,15.4756,15.5017,2076918
2011-02-16,15.5385,15.5601,15.4508,15.5035,1674316
2011-02-17,15.4297,15.5787,15.4056,15.5293,1468083
2011-02-18,15.5477,15.6763,15.5025,15.649,3193683
2011-02-22,15.3994,15.5211,15.0949,15.1555,3614844
2011-02-23,15.1585,15.267,15.0013,15.1831,2870196
2011-02-24,15.1848,15.2271,14.9355,15.121,2692617
2011-02-25,15.1965,15.2675,15.1379,15.1513,1921337
2011-02-28,15.1503,15.3114,15.1008,15.2347,2267200
